D 0 4
D 56 11
D 106 11
D 156 11
D 206 11
D 256 11
D 306 11
D 356 11
D 406 11
D 456 11
D 506 11
D 556 11
D 606 11
D 656 11
D 705 11
D 755 11
D 805 11
D 855 11
D 905 11
D 955 11
D 1005 11
D 1055 11
D 1105 11
D 1155 11
D 1205 11
D 1255 11
D 1305 11
D 1355 11
D 1405 11
D 1455 11
D 1505 11
D 1555 11
D 1605 11
D 1655 11
D 1705 11
D 1755 11
D 1805 11
D 1855 11
D 1905 11
D 1955 11
D 2004 11
D 2054 11
D 2104 11
D 2154 11
D 2204 11
D 2254 11
D 2304 11
D 2354 11
D 2404 11
D 2454 11
D 2504 11
D 2554 11
D 2604 11
D 2654 11
D 2704 11
D 2754 11
D 2804 11
D 2854 11
D 2904 11
D 2954 11
D 3004 11
D 3054 11
D 3104 11
D 3154 11
D 3204 11
D 3254 11
D 3304 11
D 3353 11
D 3403 11
D 3453 11
D 3503 11
D 3553 11
D 3603 11
D 3653 11
D 3703 11
D 3753 11
D 3803 11
D 3853 11
D 3903 11
D 3953 11
D 4003 11
D 4053 11
D 4103 11
D 4153 11
D 4203 11
D 4253 11
D 4303 11
D 4353 11
D 4403 11
D 4453 11
D 4503 11
D 4553 11
D 4603 11
D 4652 11
D 4702 11
D 4752 11
D 4802 11
D 4852 11
D 4902 11
D 4952 11
D 5002 11
D 5052 11
D 5102 11
D 5152 11
D 5202 11
D 5252 11
D 5302 11
D 5352 11
D 5402 11
D 5452 11
D 5502 11
D 5552 11
D 5602 11
D 5652 11
D 5702 11
D 5752 11
D 5802 11
D 5852 11
D 5902 11
D 5951 11
D 6001 11
D 6051 11
D 6101 11
D 6151 11
D 6201 11
D 6251 11
D 6301 11
D 6351 11
D 6401 11
D 6451 11
D 6501 11
D 6551 11
D 6601 11
D 6651 11
D 6701 11
D 6751 11
D 6801 11
D 6851 11
D 6901 11
D 6951 11
D 7001 11
D 7051 11
D 7101 11
D 7151 11
D 7201 11
D 7250 11
D 7300 11
D 7350 11
D 7400 11
D 7450 11
D 7500 11
D 7550 11
D 7600 11
D 7650 11
D 7700 11
D 7750 11
D 7800 11
D 7850 11
D 7900 11
D 7950 11
D 8000 11
D 8050 11
D 8100 11
D 8150 11
D 8200 11
D 8250 11
D 8300 11
D 8350 11
D 8400 11
D 8450 11
D 8500 11
D 8549 11
D 8599 11
D 8649 11
D 8699 11
D 8749 11
D 8799 11
D 8849 11
D 8899 11
D 8949 11
D 8999 11
D 9049 11
D 9099 11
D 9149 11
D 9199 11
D 9249 11
D 9299 11
D 9349 11
D 9399 11
D 9449 11
D 9499 11
D 9549 11
D 9599 11
D 9649 11
D 9699 11
D 9749 11
D 9799 11
D 9848 11
D 9898 11
D 9948 11
D 9998 11
D 10000 3
P 10001 CS start US start: 7000 milliseconds
D 10048 11
D 10098 11
D 10148 11
D 10198 11
D 10248 11
D 10298 11
D 10348 11
D 10398 11
D 10448 11
D 10498 11
D 10548 11
D 10598 11
D 10648 11
D 10698 11
D 10748 11
D 10798 11
D 10848 11
D 10898 11
D 10948 11
D 10998 11
D 11048 11
D 11098 11
D 11147 11
D 11197 11
D 11247 11
D 11297 11
D 11347 11
D 11397 11
D 11447 11
D 11497 11
D 11547 11
D 11597 11
D 11647 11
D 11697 11
D 11747 11
D 11797 11
D 11847 11
D 11897 11
D 11947 11
D 11997 11
D 12047 11
D 12097 11
D 12147 11
D 12197 11
D 12247 11
D 12297 11
D 12347 11
D 12397 11
D 12446 11
D 12496 11
D 12546 11
D 12596 11
D 12646 11
D 12696 11
D 12746 11
D 12796 11
D 12846 11
D 12896 11
D 12946 11
D 12996 11
D 13046 11
D 13078 6
D 13096 11
D 13126 7
D 13146 11
D 13196 11
D 13246 11
D 13257 6
D 13296 11
D 13296 9
D 13301 10
D 13335 9
D 13346 10
D 13346 11
D 13368 9
D 13396 11
D 13398 10
D 13446 11
D 13469 7
D 13482 6
D 13496 11
D 13522 9
D 13546 11
D 13562 10
D 13596 11
D 13646 11
D 13696 11
D 13745 11
D 13795 11
D 13823 9
D 13845 11
D 13895 11
D 13945 11
D 13980 10
D 13995 11
D 14045 11
D 14059 7
D 14095 11
D 14145 11
D 14195 11
D 14245 11
D 14295 11
D 14345 11
D 14395 11
D 14445 11
D 14495 11
D 14545 11
D 14595 11
D 14645 11
D 14695 11
D 14745 11
D 14795 11
D 14845 11
D 14895 11
D 14945 11
D 14995 11
D 15045 11
D 15094 11
D 15144 11
D 15194 11
D 15244 11
D 15294 11
D 15344 11
D 15394 11
D 15444 11
D 15494 11
D 15544 11
D 15594 11
D 15644 11
D 15694 11
D 15744 11
D 15794 11
D 15844 11
D 15894 11
D 15944 11
D 15994 11
D 16044 11
D 16094 11
D 16144 11
D 16194 11
D 16244 11
D 16294 11
D 16344 11
D 16393 11
D 16443 11
D 16493 11
D 16543 11
D 16593 11
D 16643 11
D 16693 11
D 16743 11
D 16793 11
D 16843 11
D 16893 11
D 16943 11
D 16993 11
D 17001 1
P 17001 1st Rewards obtained
D 17043 11
D 17093 11
D 17111 9
D 17116 10
D 17143 11
D 17193 11
D 17243 11
D 17293 11
D 17343 11
D 17393 11
D 17443 11
D 17493 11
D 17543 11
D 17593 11
D 17643 11
D 17692 11
D 17742 11
D 17792 11
D 17842 11
D 17892 11
D 17942 11
D 17992 11
D 18042 11
D 18092 11
D 18142 11
D 18192 11
D 18242 11
D 18292 11
D 18342 11
D 18392 11
D 18442 11
D 18492 11
D 18542 11
D 18592 11
D 18642 11
D 18692 11
D 18742 11
D 18792 11
D 18842 11
D 18892 11
D 18942 11
D 18991 11
D 19041 11
D 19091 11
D 19141 11
D 19191 11
D 19241 11
D 19291 11
D 19341 11
D 19391 11
D 19441 11
D 19491 11
D 19541 11
D 19591 11
D 19641 11
D 19691 11
D 19741 11
D 19791 11
D 19841 11
D 19891 11
D 19941 11
D 19991 11
P 20002 Rewards/Trials: 1/31
D 20002 2
P 20003 ITI: 28 seconds
D 20041 11
D 20091 11
D 20141 11
D 20191 11
D 20241 11
D 20290 11
D 20340 11
D 20390 11
D 20440 11
D 20490 11
D 20540 11
D 20590 11
D 20640 11
D 20690 11
D 20740 11
D 20790 11
D 20840 11
D 20890 11
D 20940 11
D 20990 11
D 21040 11
D 21090 11
D 21140 11
D 21190 11
D 21240 11
D 21290 11
D 21340 11
D 21390 11
D 21440 11
D 21490 11
D 21540 11
D 21589 11
D 21639 11
D 21689 11
D 21739 11
D 21789 11
D 21839 11
D 21889 11
D 21939 11
D 21989 11
D 22039 11
D 22089 11
D 22139 11
D 22189 11
D 22239 11
D 22289 11
D 22339 11
D 22389 11
D 22439 11
D 22489 11
D 22539 11
D 22589 11
D 22639 11
D 22689 11
D 22739 11
D 22789 11
D 22839 11
D 22888 11
D 22938 11
D 22988 11
D 23038 11
D 23088 11
D 23138 11
D 23188 11
D 23238 11
D 23288 11
D 23338 11
D 23388 11
D 23438 11
D 23488 11
D 23538 11
D 23588 11
D 23638 11
D 23688 11
D 23738 11
D 23788 11
D 23838 11
D 23888 11
D 23938 11
D 23988 11
D 24038 11
D 24088 11
D 24138 11
D 24187 11
D 24237 11
D 24287 11
D 24337 11
D 24387 11
D 24437 11
D 24487 11
D 24537 11
D 24587 11
D 24637 11
D 24687 11
D 24737 11
D 24787 11
D 24837 11
D 24887 11
D 24937 11
D 24987 11
D 25037 11
D 25087 11
D 25137 11
D 25187 11
D 25237 11
D 25287 11
D 25337 11
D 25387 11
D 25437 11
D 25486 11
D 25536 11
D 25586 11
D 25636 11
D 25686 11
D 25736 11
D 25786 11
D 25836 11
D 25886 11
D 25936 11
D 25986 11
D 26036 11
D 26086 11
D 26136 11
D 26186 11
D 26236 11
D 26286 11
D 26336 11
D 26386 11
D 26436 11
D 26486 11
D 26536 11
D 26586 11
D 26636 11
D 26686 11
D 26736 11
D 26785 11
D 26835 11
D 26885 11
D 26935 11
D 26985 11
D 27035 11
D 27085 11
D 27135 11
D 27185 11
D 27235 11
D 27285 11
D 27335 11
D 27385 11
D 27435 11
D 27485 11
D 27535 11
D 27585 11
D 27635 11
D 27685 11
D 27735 11
D 27785 11
D 27835 11
D 27885 11
D 27935 11
D 27985 11
D 28035 11
D 28085 11
D 28134 11
D 28184 11
D 28234 11
D 28284 11
D 28334 11
D 28384 11
D 28434 11
D 28484 11
D 28534 11
D 28584 11
D 28634 11
D 28684 11
D 28734 11
D 28784 11
D 28834 11
D 28884 11
D 28934 11
D 28984 11
D 29034 11
D 29084 11
D 29134 11
D 29184 11
D 29234 11
D 29284 11
D 29334 11
D 29384 11
D 29433 11
D 29483 11
D 29533 11
D 29583 11
D 29633 11
D 29683 11
D 29733 11
D 29783 11
D 29833 11
D 29883 11
D 29933 11
D 29983 11
D 30033 11
D 30083 11
D 30133 11
D 30183 11
